2026-02-10 14:53:40 - M5Trainer - INFO -   torch.compile 已跳过 (Triton 不支持 Windows, 使用 eager 模式)
2026-02-10 14:53:41 - M5Trainer - INFO -   井 SY9: 1025 条同化数据
2026-02-10 14:53:41 - M5Trainer - INFO -   M3 PVT cg(76.0, 141.39) = 0.009744
2026-02-10 14:53:41 - M5Trainer - INFO -   M3 PVT Bg(76.0, 141.39) = 0.002577
2026-02-10 14:53:41 - M5Trainer - INFO -   PDE 缩放: αx=1.017765, αy=2.546600
2026-02-10 14:53:41 - M5Trainer - INFO - M5Trainer 初始化完成: device=cuda, lr=0.001, max_steps=50000, relobralo=True, rar=True
2026-02-10 14:53:41 - M5Trainer - INFO - ============================================================
2026-02-10 14:53:41 - M5Trainer - INFO - M5 PINN 井—藏耦合同化训练开始
2026-02-10 14:53:41 - M5Trainer - INFO - ============================================================
2026-02-10 14:53:41 - M5Trainer - INFO - 训练阶段: A[0-5000] B[5000-17500] C[17500-35000] D[35000-50000]
2026-02-10 14:53:42 - M5Trainer - INFO - [Step     0/50000] Stage A | L=4.1022e+08 (IC=1.000e+00, BC=1.000e+00, PDE=4.102e+10, Qg=1.366e+05) | k=5.00 mD, f=10.0 | Sw=[0.260,0.260] | 0.6s
2026-02-10 14:53:56 - M5Trainer - INFO - [Step   100/50000] Stage A | L=1.5476e+06 (IC=7.988e-01, BC=3.770e-01, PDE=1.548e+08, Qg=5.004e+02) | k=5.00 mD, f=10.0 | Sw=[0.139,0.566] | 14.8s
2026-02-10 14:54:09 - M5Trainer - INFO - [Step   200/50000] Stage A | L=1.3481e-02 (IC=3.218e-02, BC=6.665e-03, PDE=5.174e+04, Qg=6.617e+00) | k=5.00 mD, f=10.0 | Sw=[0.035,0.923] | 27.8s
2026-02-10 14:54:21 - M5Trainer - INFO - [Step   300/50000] Stage A | L=7.4464e-02 (IC=5.170e-03, BC=1.495e-03, PDE=2.893e+05, Qg=7.957e+00) | k=5.00 mD, f=10.0 | Sw=[0.038,0.887] | 39.5s
2026-02-10 14:54:32 - M5Trainer - INFO - [Step   400/50000] Stage A | L=5.7340e-02 (IC=2.557e-03, BC=6.988e-04, PDE=2.364e+05, Qg=6.999e+00) | k=5.00 mD, f=10.0 | Sw=[0.034,0.900] | 51.1s
2026-02-10 14:54:44 - M5Trainer - INFO - [Step   500/50000] Stage A | L=2.7163e-02 (IC=1.456e-03, BC=6.179e-04, PDE=1.538e+05, Qg=6.300e+00) | k=5.00 mD, f=10.0 | Sw=[0.043,0.907] | 62.7s
2026-02-10 14:54:56 - M5Trainer - INFO - [Step   600/50000] Stage A | L=9.4248e-02 (IC=1.504e-03, BC=4.535e-04, PDE=2.744e+05, Qg=5.325e+00) | k=5.00 mD, f=10.0 | Sw=[0.037,0.878] | 74.5s
2026-02-10 14:55:07 - M5Trainer - INFO - [Step   700/50000] Stage A | L=1.7053e-01 (IC=1.055e-03, BC=3.840e-04, PDE=3.971e+05, Qg=3.872e+00) | k=5.00 mD, f=10.0 | Sw=[0.048,0.859] | 86.1s
2026-02-10 14:55:19 - M5Trainer - INFO - [Step   800/50000] Stage A | L=1.4794e-01 (IC=1.584e-03, BC=2.866e-04, PDE=3.567e+05, Qg=3.185e+00) | k=5.00 mD, f=10.0 | Sw=[0.056,0.913] | 97.8s
2026-02-10 14:55:31 - M5Trainer - INFO - [Step   900/50000] Stage A | L=9.3980e-02 (IC=1.243e-03, BC=2.825e-04, PDE=2.729e+05, Qg=3.164e+00) | k=5.00 mD, f=10.0 | Sw=[0.041,0.842] | 109.5s
2026-02-10 14:55:43 - M5Trainer - INFO - [Step  1000/50000] Stage A | L=1.6688e-01 (IC=1.716e-03, BC=4.409e-04, PDE=3.499e+05, Qg=2.913e+00) | k=5.00 mD, f=10.0 | Sw=[0.039,0.874] | 122.0s
2026-02-10 14:55:55 - M5Trainer - INFO - [Step  1100/50000] Stage A | L=1.6562e+00 (IC=7.787e-03, BC=9.547e-03, PDE=1.058e+06, Qg=1.144e+01) | k=5.00 mD, f=10.0 | Sw=[0.100,0.855] | 134.3s
2026-02-10 14:56:08 - M5Trainer - INFO - [Step  1200/50000] Stage A | L=6.6354e-01 (IC=1.372e-03, BC=3.785e-05, PDE=6.543e+05, Qg=7.515e+00) | k=5.00 mD, f=10.0 | Sw=[0.074,0.883] | 146.6s
2026-02-10 14:56:20 - M5Trainer - INFO - [Step  1300/50000] Stage A | L=2.5864e-01 (IC=1.401e-03, BC=1.724e-05, PDE=3.836e+05, Qg=3.776e+00) | k=5.00 mD, f=10.0 | Sw=[0.071,0.913] | 158.9s
2026-02-10 14:56:33 - M5Trainer - INFO - [Step  1400/50000] Stage A | L=9.6804e+01 (IC=6.425e-01, BC=6.476e-01, PDE=1.030e+07, Qg=1.350e+02) | k=5.00 mD, f=10.0 | Sw=[0.013,0.912] | 171.6s
2026-02-10 14:56:45 - M5Trainer - INFO - [Step  1500/50000] Stage A | L=4.9986e+00 (IC=1.922e-02, BC=1.492e-02, PDE=1.511e+06, Qg=3.432e+01) | k=5.00 mD, f=10.0 | Sw=[0.075,0.836] | 184.4s
2026-02-10 14:56:59 - M5Trainer - INFO - [Step  1600/50000] Stage A | L=1.0968e+00 (IC=1.714e-03, BC=3.749e-04, PDE=6.621e+05, Qg=1.137e+01) | k=5.00 mD, f=9.9 | Sw=[0.151,0.857] | 197.5s
2026-02-10 14:57:11 - M5Trainer - INFO - [Step  1700/50000] Stage A | L=9.4181e-01 (IC=3.332e-03, BC=4.167e-04, PDE=5.817e+05, Qg=1.313e+01) | k=5.00 mD, f=9.9 | Sw=[0.031,0.951] | 209.8s
2026-02-10 14:57:23 - M5Trainer - INFO - [Step  1800/50000] Stage A | L=2.4828e-01 (IC=1.983e-03, BC=2.666e-04, PDE=2.808e+05, Qg=9.283e+00) | k=5.00 mD, f=9.9 | Sw=[0.029,0.962] | 222.1s
2026-02-10 14:57:36 - M5Trainer - INFO - [Step  1900/50000] Stage A | L=2.6953e-01 (IC=1.873e-03, BC=2.892e-04, PDE=2.770e+05, Qg=8.647e+00) | k=5.00 mD, f=9.9 | Sw=[0.070,0.965] | 234.5s
2026-02-10 14:57:48 - M5Trainer - INFO - [Step  2000/50000] Stage A | L=2.0536e-01 (IC=6.347e-04, BC=1.496e-04, PDE=2.282e+05, Qg=7.635e+00) | k=5.00 mD, f=9.9 | Sw=[0.055,0.962] | 247.2s
2026-02-10 14:58:01 - M5Trainer - INFO - [Step  2100/50000] Stage A | L=2.4496e+00 (IC=4.439e-03, BC=5.863e-04, PDE=7.624e+05, Qg=3.956e+00) | k=5.00 mD, f=9.9 | Sw=[0.058,0.705] | 260.3s
2026-02-10 14:58:14 - M5Trainer - INFO - [Step  2200/50000] Stage A | L=1.3715e-01 (IC=1.266e-03, BC=1.130e-04, PDE=1.668e+05, Qg=6.346e+00) | k=5.00 mD, f=9.9 | Sw=[0.071,0.852] | 273.3s
2026-02-10 14:58:28 - M5Trainer - INFO - [Step  2300/50000] Stage A | L=3.1100e-01 (IC=1.165e-03, BC=2.633e-04, PDE=2.100e+05, Qg=3.454e+00) | k=5.00 mD, f=9.9 | Sw=[0.187,0.493] | 286.5s
2026-02-10 14:58:41 - M5Trainer - INFO - [Step  2400/50000] Stage A | L=1.1289e+00 (IC=6.747e-04, BC=1.429e-04, PDE=4.248e+05, Qg=2.452e+00) | k=5.00 mD, f=9.9 | Sw=[0.213,0.431] | 300.1s
